name,brand,collection,price_category,gender,movement,case_material,case_material_category,water_resistance,water_resistance_category,brand_country,brand_age,collection_price_tier,warrenty,power_reserve,dial,bracelet,PRODUCT_PRICE_DETAIL,reference,brand_founded_year,is_price_outlier,collection_popularity,water_resistance_standardized,price_category_improved,case_diameter_numeric,case_size_category,brand_prestige_level
ProPilot X Calibre 400,Oris,ProPilot X,Mid-Range,Erkek,Otomatik,Titanyum,Titanium,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,120 Saat,Gri,Titanyum,252.200₺,01 400 7778 7153-07 7 20 01TLC,,FALSE,4,Snorkeling (100m),Premium,39,Orta (36-40mm),Orta Prestij
Big Crown ProPilot Big Date,Oris,ProPilot,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,38 Saat,Siyah,Paslanmaz Atelik,130.000₺,01 751 7761 4164-07 8 20 08,,FALSE,6,Snorkeling (100m),Orta Segment,41,Bayak (40-44mm),Orta Prestij
Aquis Date Calibre 400,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,120 Saat,Yeayil,Paslanmaz Atelik,257.400₺,01 400 7769 6357-07 8 22 09PEB,,FALSE,36,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Orta Prestij
Big Crown ProPilot X Calibre 115,Oris,ProPilot,Luxury,Erkek,Elle Kurmala,Titanyum,Titanium,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,240 Saat,Askelet,Titanyum,468.000₺,01 115 7759 7153-Set7 22 01TLC,,FALSE,6,Snorkeling (100m),Laks,44,Bayak (40-44mm),Orta Prestij
Aquis Date Calibre 400,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,120 Saat,Mavi,Kauasuk,252.200₺,01 400 7769 6355-07 4 22 75FC,,FALSE,36,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Orta Prestij
Aquis Date,Oris,Aquis,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Yeayil,Paslanmaz Atelik,140.400₺,01 733 7770 4157-07 8 18 05P,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,37,Orta (36-40mm),Orta Prestij
Aquis Date,Oris,Aquis,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Mavi,Paslanmaz Atelik,140.400₺,01 733 7770 4155-07 8 18 05P,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,37,Orta (36-40mm),Orta Prestij
Divers Sixty Five 12H Calibre 400,Oris,Divers,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,120 Saat,Siyah,Paslanmaz Atelik,210.600₺,01 400 7772 4054-07 8 20 18,,FALSE,13,Snorkeling (100m),Premium,40,Orta (36-40mm),Orta Prestij
Big Crown Pointer Date,Oris,Big Crown,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Premium Collection,2 Yıl,41 Saat,Yeayil,Paslanmaz Atelik,130.000₺,01 754 7749 4067-07 8 17 22,,FALSE,19,Yazme (50m),Orta Segment,36,Orta (36-40mm),Orta Prestij
Seastar 1000 Powermatic 80 Silicium,Tissot,T-Sport Collection,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,171,Entry Collection,2 Yıl,80 Saat,Mavi,Tekstil,46.470₺,T120.407.17.041.01,1853,FALSE,97,Professyonel Dalaay (300m+),Ekonomik,43,Bayak (40-44mm),Giriş Seviyesi
Everytime Gent,Tissot,T-Classic Collection,Budget,Erkek,Pilli,Atelik Altn,Gold,50m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Beyaz,Deri,14.990₺,T143.410.36.011.00,1853,FALSE,160,Yazme (50m),Ekonomik,40,Orta (36-40mm),Giriş Seviyesi
Imperiale,Chopard,Imperiale,Luxury,Women,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,164,Ultra-Luxury Collection,2 Yıl,60 Saat,Beyaz,Dana Derisi,384.800₺,388531-3007,1860,FALSE,9,Yazme (50m),Premium,40,Orta (36-40mm),Atok Prestijli
Imperiale,Chopard,Imperiale,Luxury,Women,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,164,Ultra-Luxury Collection,2 Yıl,60 Saat,Siyah,Dana Derisi,384.800₺,388531-3005,1860,FALSE,9,Yazme (50m),Premium,40,Orta (36-40mm),Atok Prestijli
Imperiale Chronograph,Chopard,Imperiale,Ultra-Luxury,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,164,Ultra-Luxury Collection,2 Yıl,,Beyaz,Krokodil,509.600₺,388378-3003,1860,FALSE,9,Ganlak Kullanam (30m),Laks,32,Kaaak (<36mm),Atok Prestijli
HydroConquest,Longines,Diving,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,2 Yıl,,Siyah,Paslanmaz Atelik,67.000₺,L3.740.3.56.7,1832,FALSE,49,Professyonel Dalaay (300m+),Ekonomik,41,Bayak (40-44mm),Orta Prestij
La Grande Classique,Longines,Elegance,Budget,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Sedef,Paslanmaz Atelik,95.000₺,L4.209.1.97.7,1832,FALSE,69,Ganlak Kullanam (30m),Orta Segment,24,Kaaak (<36mm),Orta Prestij
La Grande Classique,Longines,Elegance,Budget,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Siyah,Paslanmaz Atelik,75.000₺,L4.209.4.58.6,1832,FALSE,69,Ganlak Kullanam (30m),Ekonomik,24,Kaaak (<36mm),Orta Prestij
La Grande Classique,Longines,Elegance,Budget,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Sedef,Paslanmaz Atelik,84.000₺,L4.209.4.87.6,1832,FALSE,69,Ganlak Kullanam (30m),Ekonomik,24,Kaaak (<36mm),Orta Prestij
Elegant Collection,Longines,Elegance,Budget,Women,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,45 Saat,Mavi,Paslanmaz Atelik,95.000₺,L4.309.4.92.6,1832,FALSE,69,Ganlak Kullanam (30m),Orta Segment,26,Kaaak (<36mm),Orta Prestij
Elegant Collection,Longines,Elegance,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,45 Saat,Sedef,Paslanmaz Atelik,261.000₺,L4.309.5.88.7,1832,FALSE,69,Ganlak Kullanam (30m),Premium,26,Kaaak (<36mm),Orta Prestij
Elegant Collection,Longines,Elegance,Mid-Range,Women,Otomatik,Atelik Altn,Gold,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,45 Saat,Siyah,Atelik Altn,167.000₺,L4.310.5.57.7,1832,FALSE,69,Ganlak Kullanam (30m),Orta Segment,29,Kaaak (<36mm),Orta Prestij
Présence,Longines,Elegance,Budget,Women,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,44 Saat,Beyaz,Paslanmaz Atelik,76.200₺,L4.321.4.12.6,1832,FALSE,69,Ganlak Kullanam (30m),Ekonomik,26,Kaaak (<36mm),Orta Prestij
Lyre,Longines,Elegance,Budget,Women,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,45 Saat,Beyaz,Paslanmaz Atelik,71.600₺,L4.360.4.11.6,1832,FALSE,69,Ganlak Kullanam (30m),Ekonomik,25,Kaaak (<36mm),Orta Prestij
Lyre,Longines,Elegance,Budget,Women,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,45 Saat,Beyaz,Paslanmaz Atelik,71.600₺,L4.360.4.12.6,1832,FALSE,69,Ganlak Kullanam (30m),Ekonomik,25,Kaaak (<36mm),Orta Prestij
Flagship,Longines,Elegance,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,40 Saat,Mavi,Paslanmaz Atelik,90.500₺,L4.799.4.92.6,1832,FALSE,69,Ganlak Kullanam (30m),Ekonomik,36,Orta (36-40mm),Orta Prestij
Flagship,Longines,Elegance,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,42 Saat,Sara,Paslanmaz Atelik,111.900₺,L4.874.3.37.7,1832,FALSE,69,Ganlak Kullanam (30m),Orta Segment,39,Orta (36-40mm),Orta Prestij
Flagship,Longines,Elegance,Mid-Range,Erkek,Otomatik,Atelik Altn,Gold,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,38 Saat,Beyaz,Atelik Altn,109.000₺,L4.899.3.21.7,1832,FALSE,69,Ganlak Kullanam (30m),Orta Segment,39,Orta (36-40mm),Orta Prestij
Flagship,Longines,Elegance,Mid-Range,Erkek,Otomatik,Pembe Altan,Gold,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,38 Saat,Beyaz,Pembe Altan,109.000₺,L4.899.3.91.7,1832,FALSE,69,Ganlak Kullanam (30m),Orta Segment,39,Orta (36-40mm),Orta Prestij
PrimaLuna,Longines,Elegance,Budget,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Sedef,Paslanmaz Atelik,78.000₺,L8.110.4.87.6,1832,FALSE,69,Ganlak Kullanam (30m),Ekonomik,27,Kaaak (<36mm),Orta Prestij
Lyre,Longines,Elegance,Budget,Women,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,45 Saat,Gamaay,Paslanmaz Atelik,70.900₺,L4.360.4.72.6,1832,FALSE,69,Ganlak Kullanam (30m),Ekonomik,25,Kaaak (<36mm),Orta Prestij
Lyre,Longines,Elegance,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Beyaz,Paslanmaz Atelik,55.800₺,L4.759.4.12.6,1832,FALSE,69,Ganlak Kullanam (30m),Ekonomik,35,Kaaak (<36mm),Orta Prestij
Flagship,Longines,Elegance,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,64 Saat,Beyaz,Paslanmaz Atelik,111.900₺,L4.874.3.27.7,1832,FALSE,69,Ganlak Kullanam (30m),Orta Segment,39,Orta (36-40mm),Orta Prestij
Master Collection,Longines,Watchmaking Tradition,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Mavi,Paslanmaz Atelik,134.000₺,L2.357.4.98.6,1832,FALSE,54,Ganlak Kullanam (30m),Orta Segment,34,Kaaak (<36mm),Orta Prestij
La Grande Classique,Longines,Elegance,Mid-Range,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Sara,Paslanmaz Atelik,103.000₺,L4.209.1.93.8,1832,FALSE,69,Ganlak Kullanam (30m),Orta Segment,24,Kaaak (<36mm),Orta Prestij
Aquis Date Calibre 400,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,120 Saat,Yeayil,Kauasuk,202.800₺,01 400 7763 4157-07 4 24 74EB,,FALSE,36,Professyonel Dalaay (300m+),Premium,44,Bayak (40-44mm),Orta Prestij
Aquis Date Calibre 400,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,120 Saat,Yeayil,Paslanmaz Atelik,210.600₺,01 400 7763 4157-07 8 24 09PEB,,FALSE,36,Professyonel Dalaay (300m+),Premium,44,Bayak (40-44mm),Orta Prestij
Aquis Date Diamonds,Oris,Aquis,Luxury,Unisex,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Karmaza,Paslanmaz Atelik,322.400₺,01 733 7766 4998-07 8 22 05PEB,,FALSE,36,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Orta Prestij
Aquis Date,Oris,Aquis,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Mavi,Kauasuk,130.000₺,01 733 7770 4155-07 4 18 65FC,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,37,Orta (36-40mm),Orta Prestij
Aquis Date,Oris,Aquis,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Pembe,Kauasuk,130.000₺,01 733 7770 4158-07 4 18 66FC,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,37,Orta (36-40mm),Orta Prestij
Aquis Small Second Date,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,500m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Mavi,Kauasuk,150.800₺,01 743 7733 4155-07 4 24 69EB,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,46,Atok Bayak (>44mm),Orta Prestij
La Grande Classique,Longines,Elegance,Budget,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Gri,Paslanmaz Atelik,89.000₺,L4.209.4.74.6,1832,FALSE,69,Ganlak Kullanam (30m),Ekonomik,24,Kaaak (<36mm),Orta Prestij
Aquis Pro 4000M,Oris,Aquis,Luxury,Erkek,Otomatik,Titanyum,Titanium,4000m,Professional Diving,Unknown,,Premium Collection,2 Yıl,120 Saat,Mavi,Kauasuk,340.600₺,01 400 7777 7155-Set,,FALSE,36,Daiyer,Premium,49.5,Atok Bayak (>44mm),Orta Prestij
Aquis Date Relief,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Gri,Kauasuk,124.800₺,01 733 7730 4153-07 4 24 66EB,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,44,Bayak (40-44mm),Orta Prestij
Divers Sixty Five Cotton Candy,Oris,Divers,Mid-Range,Unisex,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,38 Saat,Yeayil,Paslanmaz Atelik,140.400₺,01 733 7771 4057-07 8 19 18,,FALSE,13,Snorkeling (100m),Orta Segment,38,Orta (36-40mm),Orta Prestij
Divers Sixty Five Chronograph,Oris,Divers,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,48 Saat,Siyah,Paslanmaz Atelik,244.400₺,01 771 7791 4054-07 8 20 18,,FALSE,13,Snorkeling (100m),Premium,40,Orta (36-40mm),Orta Prestij
Big Crown ProPilot Big Day Date,Oris,ProPilot,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,38 Saat,Mavi,Tekstil,130.000₺,01 752 7760 4065-07 3 22 05LC,,FALSE,6,Snorkeling (100m),Orta Segment,44,Bayak (40-44mm),Orta Prestij
Divers Sixty Five,Oris,Divers,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,38 Saat,Mavi,Paslanmaz Atelik,140.400₺,01 733 7747 4055-07 8 17 18,,FALSE,13,Snorkeling (100m),Orta Segment,36,Orta (36-40mm),Orta Prestij
Classic Date,Oris,Classic,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Ultra-Luxury Collection,2 Yıl,38 Saat,Gamaay,Paslanmaz Atelik,109.200₺,01 733 7719 4371-07 8 20 12,,FALSE,3,Yazme (50m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Aquis Date,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Yeayil,Kauasuk,132.600₺,01 733 7789 4157-07 4 23 37FC,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,44,Bayak (40-44mm),Orta Prestij
Aquis Date Upcycle,Oris,Aquis,Mid-Range,Unisex,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Atok Renkli,Paslanmaz Atelik,145.600₺,01 733 7792 4150-07 8 19 05P,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,37,Orta (36-40mm),Orta Prestij
Aquis Date,Oris,Aquis,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Sedef,Kauasuk,132.600₺,01 733 7792 4151-07 4 19 61FC,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,37,Orta (36-40mm),Orta Prestij
Imperiale,Chopard,Imperiale,Ultra-Luxury,Women,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,164,Ultra-Luxury Collection,2 Yıl,42 Saat,Sedef,Paslanmaz Atelik,598.000₺,388549-3002,1860,FALSE,9,Yazme (50m),Laks,40,Orta (36-40mm),Atok Prestijli
Imperiale Chrono,Chopard,Imperiale,Ultra-Luxury,Women,Otomatik,Pembe Altan,Gold,50m,Water Resistant,Switzerland,164,Ultra-Luxury Collection,2 Yıl,45 Saat,Sedef,Krokodil,1.466.400₺,384211-5001,1860,TRUE,9,Yazme (50m),Ultra Laks,40,Orta (36-40mm),Atok Prestijli
Happy Diamonds,Chopard,Happy Diamonds,Ultra-Luxury,Women,Pilli,Pembe Altan,Gold,30m,Splash Resistant,Switzerland,164,Ultra-Luxury Collection,2 Yıl,,Sedef,Krokodil,613.600₺,209147-5001,1860,FALSE,3,Ganlak Kullanam (30m),Laks,26,Kaaak (<36mm),Atok Prestijli
Aquis Date Calibre 400,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,120 Saat,Mavi,Kauasuk,215.800₺,01 400 7790 4135-07 4 23 45EB,,FALSE,36,Professyonel Dalaay (300m+),Premium,44,Bayak (40-44mm),Orta Prestij
Divers Sixty Five,Oris,Divers,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,38 Saat,Mavi,Paslanmaz Atelik,140.400₺,01 733 7707 4055-07 8 20 18,,FALSE,13,Snorkeling (100m),Orta Segment,40,Orta (36-40mm),Orta Prestij
Aquis Date,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Siyah,Paslanmaz Atelik,137.800₺,01 733 7732 4134-07 8 21 05PEB,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,40,Orta (36-40mm),Orta Prestij
Classima Chronograph,Baume & Mercier,Classima,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Entry Collection,2 Yıl,48 Saat,Mavi,Krokodil,120.200₺,10784,1830,FALSE,19,Yazme (50m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Aquis Date,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Mavi,Paslanmaz Atelik,143.000₺,01 733 7787 4135-07 8 22 04PEB,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Aquis Date Taste of Summer,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,41 Saat,Yeayil,Paslanmaz Atelik,143.000₺,01 733 7787 4137-07 8 22 04PEB,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Aquis Date,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Mavi,Kauasuk,132.600₺,01 733 7789 4135-07 4 23 35FC,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,44,Bayak (40-44mm),Orta Prestij
Aquis Date,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Mavi,Paslanmaz Atelik,143.000₺,01 733 7789 4135-07 8 23 04PEB,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,44,Bayak (40-44mm),Orta Prestij
Aquis Date,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Siyah,Paslanmaz Atelik,143.000₺,01 733 7789 4154-07 8 23 04PEB,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,44,Bayak (40-44mm),Orta Prestij
Big Crown ProPilot Big Day Date,Oris,ProPilot,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,38 Saat,Mavi,Krokodil,119.600₺,01 752 7698 4065-07 1 22 72FC,,FALSE,6,Snorkeling (100m),Orta Segment,45,Atok Bayak (>44mm),Orta Prestij
Big Crown Pointer Date,Oris,Big Crown,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Premium Collection,2 Yıl,38 Saat,Antrasit,Paslanmaz Atelik,130.000₺,01 754 7741 4064-07 8 20 22,,FALSE,19,Yazme (50m),Orta Segment,40,Orta (36-40mm),Orta Prestij
Divers Sixty‑Five Calibre 400,Oris,Divers,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,120 Saat,Yeayil,Paslanmaz Atelik,213.200₺,01 400 7774 4057-07 8 19 18,,FALSE,13,Snorkeling (100m),Premium,38,Orta (36-40mm),Orta Prestij
Aquis Great Barrier Reef Limited Edition IV,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,120 Saat,Mavi,Paslanmaz Atelik,234.000₺,01 400 7790 4185-Set,,FALSE,36,Professyonel Dalaay (300m+),Premium,44,Bayak (40-44mm),Orta Prestij
Aquis Date,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,38 Saat,Mavi,Kauasuk,132.600₺,01 733 7787 4135-07 4 22 35FC,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Aquis Date,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,41 Saat,Yeayil,Kauasuk,132.600₺,01 733 7787 4157-07 4 22 37FC,,FALSE,36,Professyonel Dalaay (300m+),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Big Crown ProPilot Big Day Date,Oris,ProPilot,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,38 Saat,Mavi,Deri,130.000₺,01 752 7760 4065-07 5 22 07LC,,FALSE,6,Snorkeling (100m),Orta Segment,44,Bayak (40-44mm),Orta Prestij
Divers LFP,Oris,Divers,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,41 Saat,Mavi,Paslanmaz Atelik,148.200₺,01 733 7771 4085-Set,,FALSE,13,Snorkeling (100m),Orta Segment,38,Orta (36-40mm),Orta Prestij
Aquis Chronograph,Oris,Aquis,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Unknown,,Premium Collection,2 Yıl,62 Saat,Mavi,Paslanmaz Atelik,262.600₺,01 771 7793 4155-07 8 23 01PEB,,FALSE,36,Professyonel Dalaay (300m+),Premium,44,Bayak (40-44mm),Orta Prestij
Luminor Marina,Panerai,Luminor,Ultra-Luxury,Erkek,Elle Kurmala,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Siyah,Dana Derisi,550.400₺,PAM00422,1860,FALSE,37,Snorkeling (100m),Laks,47,Atok Bayak (>44mm),Atok Prestijli
Luminor Marina Verde Smeraldo,Panerai,Luminor,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Yeayil,Tekstil,459.400₺,PAM01356,1860,FALSE,37,Professyonel Dalaay (300m+),Laks,44,Bayak (40-44mm),Atok Prestijli
Luminor Quaranta BiTempo Goldtech™,Panerai,Luminor,Ultra-Luxury,Erkek,Otomatik,Pembe Altan,Gold,100m,Water Resistant,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Siyah,Krokodil,1.292.100₺,PAM01641,1860,FALSE,37,Snorkeling (100m),Ultra Laks,40,Orta (36-40mm),Atok Prestijli
Luminor Chrono Carbotech™ Navy SEALs,Panerai,Luminor,Ultra-Luxury,Erkek,Otomatik,Karbon,Carbon,100m,Water Resistant,Italy,164,Ultra-Luxury Collection,8 Yıl,42 Saat,Siyah,Kauasuk,871.000₺,PAM01419,1860,FALSE,37,Snorkeling (100m),Ultra Laks,44,Bayak (40-44mm),Atok Prestijli
Submersible QuarantaQuattro GMT Navy SEALs Carbotech™,Panerai,Submersible,Ultra-Luxury,Erkek,Otomatik,Karbon,Carbon,500m,Diving,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Siyah,Tekstil,961.900₺,PAM01513,1860,FALSE,21,Professyonel Dalaay (300m+),Ultra Laks,44,Bayak (40-44mm),Atok Prestijli
Submersible Bronzo,Panerai,Submersible,Ultra-Luxury,Erkek,Otomatik,Bronz,Other,300m,Diving,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Mavi,Dana Derisi,861.400₺,PAM01074,1860,FALSE,21,Professyonel Dalaay (300m+),Ultra Laks,42,Bayak (40-44mm),Atok Prestijli
Submersible S Brabus,Panerai,Submersible,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,300m,Diving,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Askelet,Deri,2.416.000₺,PAM01403,1860,TRUE,21,Professyonel Dalaay (300m+),Ultra Laks,47,Atok Bayak (>44mm),Atok Prestijli
Submersible S Brabus Carbotech™,Panerai,Submersible,Ultra-Luxury,Erkek,Otomatik,Karbon,Carbon,300m,Diving,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Askelet,Deri,2.416.000₺,PAM01283,1860,TRUE,21,Professyonel Dalaay (300m+),Ultra Laks,47,Atok Bayak (>44mm),Atok Prestijli
