name,brand,collection,price,price_category,gender,movement,case material,case_material_category,water_resistance,water_resistance_category,brand_country,brand_age,collection_price_tier,warrenty,power_reserve,dial,bracelet,PRODUCT_NAME_DETAIL,PRODUCT_PRICE_DETAIL,reference,brand_founded_year,brand_avg_price,brand_median_price,brand_price_std,brand_product_count,price_vs_brand_avg,price_percentile,price_zscore,is_price_outlier,collection_popularity,water_resistance_standardized,price_category_improved,case_diameter_numeric,case_size_category,brand_prestige_level
PR 100 Sport Chic Chronograph,Tissot,T-Classic Collection,32980,Budget,Women,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Sedef,Paslanmaz Atelik,PR 100 Sport Chic Chronograph,32.980₺,T101.917.11.116.00,1853,30113.854,26090,13456.789,288,0.09517699,0.113173656,-0.57376325,FALSE,160,Snorkeling (100m),Ekonomik,38,Orta (36-40mm),Giriş Seviyesi
Supersport Chrono,Tissot,T-Sport Collection,26390,Budget,Erkek,Pilli,Atelik Altn,Gold,100m,Water Resistant,Switzerland,171,Entry Collection,2 Yıl,,Siyah,Paslanmaz Atelik,Supersport Chrono,26.390₺,T125.617.21.051.00,1853,30113.854,26090,13456.789,288,-0.12365917,0.09011976,-0.5856887,FALSE,97,Snorkeling (100m),Ekonomik,46,Atok Bayak (>44mm),Giriş Seviyesi
HydroConquest,Longines,Diving,95000,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Siyah,Paslanmaz Atelik,HydroConquest,95.000₺,L3.780.4.56.6,1832,134676.78,131000,52081.965,267,-0.29460743,0.26077846,-0.46152994,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,39,Orta (36-40mm),Orta Prestij
PrimaLuna,Longines,Elegance,73000,Budget,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Yeayil,Paslanmaz Atelik,PrimaLuna,73.000₺,L8.115.4.61.6,1832,134676.78,131000,52081.965,267,-0.4579615,0.2035928,-0.5013418,FALSE,69,Ganlak Kullanam (30m),Ekonomik,31,Kaaak (<36mm),Orta Prestij
HydroConquest,Longines,Diving,95000,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Mavi,Paslanmaz Atelik,HydroConquest,95.000₺,L3.780.4.96.6,1832,134676.78,131000,52081.965,267,-0.29460743,0.26077846,-0.46152994,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,39,Orta (36-40mm),Orta Prestij
La Grande Classique,Longines,Elegance,78000,Budget,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Bordo,Paslanmaz Atelik,La Grande Classique,78.000₺,L4.512.4.91.6,1832,134676.78,131000,52081.965,267,-0.42083558,0.2227545,-0.4922937,FALSE,69,Ganlak Kullanam (30m),Ekonomik,29,Kaaak (<36mm),Orta Prestij
Master Collection 190th Anniversary,Longines,Watchmaking Tradition,128000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Gamaay,Krokodil,Master Collection 190th Anniversary,128.000₺,L2.793.4.73.2,1832,134676.78,131000,52081.965,267,-0.04957632,0.36047903,-0.4018121,FALSE,54,Ganlak Kullanam (30m),Orta Segment,40,Orta (36-40mm),Orta Prestij
Spirit Zulu Time,Longines,Avigation,161000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Mavi,Dana Derisi,Spirit Zulu Time,161.000₺,L3.812.4.93.2,1832,134676.78,131000,52081.965,267,0.19545479,0.46437126,-0.3420943,FALSE,36,Snorkeling (100m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
La Grande Classique,Longines,Elegance,78000,Budget,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Yeayil,Paslanmaz Atelik,La Grande Classique,78.000₺,L4.512.4.92.6,1832,134676.78,131000,52081.965,267,-0.42083558,0.2227545,-0.4922937,FALSE,69,Ganlak Kullanam (30m),Ekonomik,29,Kaaak (<36mm),Orta Prestij
La Grande Classique,Longines,Elegance,70000,Budget,Unisex,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Mavi,Paslanmaz Atelik,La Grande Classique,70.000₺,L4.866.4.94.6,1832,134676.78,131000,52081.965,267,-0.48023704,0.19610779,-0.50677073,FALSE,69,Ganlak Kullanam (30m),Ekonomik,38,Orta (36-40mm),Orta Prestij
La Grande Classique,Longines,Elegance,70000,Budget,Unisex,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Beyaz,Paslanmaz Atelik,La Grande Classique,70.000₺,L4.866.4.11.6,1832,134676.78,131000,52081.965,267,-0.48023704,0.19610779,-0.50677073,FALSE,69,Ganlak Kullanam (30m),Ekonomik,38,Orta (36-40mm),Orta Prestij
La Grande Classique,Longines,Elegance,70000,Budget,Unisex,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Siyah,Paslanmaz Atelik,La Grande Classique,70.000₺,L4.866.4.51.6,1832,134676.78,131000,52081.965,267,-0.48023704,0.19610779,-0.50677073,FALSE,69,Ganlak Kullanam (30m),Ekonomik,38,Orta (36-40mm),Orta Prestij
Elegant Collection,Longines,Elegance,183000,Mid-Range,Women,Otomatik,Atelik Altn,Gold,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Beyaz,Atelik Altn,Elegant Collection,183.000₺,L4.312.5.11.7,1832,134676.78,131000,52081.965,267,0.35880885,0.5176647,-0.3022824,FALSE,69,Ganlak Kullanam (30m),Premium,35,Kaaak (<36mm),Orta Prestij
Spirit,Longines,Avigation,153000,Mid-Range,Erkek,Otomatik,Titanyum,Titanium,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Antrasit,Sentetik,Spirit,153.000₺,L3.811.1.53.2,1832,134676.78,131000,52081.965,267,0.13605331,0.43772456,-0.35657135,FALSE,36,Snorkeling (100m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Master Collection,Longines,Watchmaking Tradition,172000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,66 Saat,Mavi,Krokodil,Master Collection,172.000₺,L2.859.4.92.0,1832,134676.78,131000,52081.965,267,0.27713183,0.49670658,-0.32218835,FALSE,54,Ganlak Kullanam (30m),Orta Segment,44,Bayak (40-44mm),Orta Prestij
Master Collection,Longines,Watchmaking Tradition,125000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Yeayil,Krokodil,Master Collection,125.000₺,L2.893.4.09.2,1832,134676.78,131000,52081.965,267,-0.07185187,0.35628742,-0.40724102,FALSE,54,Ganlak Kullanam (30m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Master Collection,Longines,Watchmaking Tradition,134000,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Bej,Paslanmaz Atelik,Master Collection,134.000₺,L2.357.4.07.6,1832,134676.78,131000,52081.965,267,-0.005025209,0.38982037,-0.39095432,FALSE,54,Ganlak Kullanam (30m),Orta Segment,34,Kaaak (<36mm),Orta Prestij
Master Collection,Longines,Watchmaking Tradition,161000,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Sedef,Krokodil,Master Collection,161.000₺,L2.409.4.87.4,1832,134676.78,131000,52081.965,267,0.19545479,0.46437126,-0.3420943,FALSE,54,Ganlak Kullanam (30m),Orta Segment,34,Kaaak (<36mm),Orta Prestij
Spirit Zulu Time,Longines,Avigation,167000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Mavi,Paslanmaz Atelik,Spirit Zulu Time,167.000₺,L3.812.4.93.6,1832,134676.78,131000,52081.965,267,0.2400059,0.48862275,-0.3312365,FALSE,36,Snorkeling (100m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Spirit Zulu Time,Longines,Avigation,161000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Siyah,Dana Derisi,Spirit Zulu Time,161.000₺,L3.812.4.53.2,1832,134676.78,131000,52081.965,267,0.19545479,0.46437126,-0.3420943,FALSE,36,Snorkeling (100m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Legend Diver,Longines,Diving,134000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Gri,Sentetik,Legend Diver,134.000₺,L3.774.4.70.2,1832,134676.78,131000,52081.965,267,-0.005025209,0.38982037,-0.39095432,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,42,Bayak (40-44mm),Orta Prestij
La Grande Classique,Longines,Elegance,192000,Mid-Range,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Karmaza,Krokodil,La Grande Classique,192.000₺,L4.523.0.91.2,1832,134676.78,131000,52081.965,267,0.42563552,0.5260479,-0.28599572,FALSE,69,Ganlak Kullanam (30m),Premium,29,Kaaak (<36mm),Orta Prestij
Conquest Classic,Longines,Performance,53000,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,192,Premium Collection,2 Yıl,,Mavi,Paslanmaz Atelik,Conquest Classic,53.000₺,L2.386.4.92.6,1832,134676.78,131000,52081.965,267,-0.6064652,0.17245509,-0.5375345,FALSE,57,Yazme (50m),Ekonomik,34,Kaaak (<36mm),Orta Prestij
La Grande Classique,Longines,Elegance,78000,Budget,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Gri,Paslanmaz Atelik,La Grande Classique,78.000₺,L4.512.4.77.6,1832,134676.78,131000,52081.965,267,-0.42083558,0.2227545,-0.4922937,FALSE,69,Ganlak Kullanam (30m),Ekonomik,29,Kaaak (<36mm),Orta Prestij
La Grande Classique,Longines,Elegance,98000,Budget,Women,Pilli,Atelik Altn,Gold,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Sedef,Atelik Altn,La Grande Classique,98.000₺,L4.512.1.97.7,1832,134676.78,131000,52081.965,267,-0.27233186,0.2709581,-0.45610106,FALSE,69,Ganlak Kullanam (30m),Orta Segment,29,Kaaak (<36mm),Orta Prestij
Happy Diamonds,Chopard,Happy Diamonds,873600,Ultra-Luxury,Women,Pilli,Altan,Gold,30m,Splash Resistant,Switzerland,164,Ultra-Luxury Collection,2 Yıl,,Sedef,Krokodil,Happy Diamonds,873.600₺,207233-0001,1860,768950,629200,380943.34,16,0.13609467,0.9209581,0.94744885,FALSE,3,Ganlak Kullanam (30m),Ultra Laks,36,Orta (36-40mm),Atok Prestijli
Happy Sport Square,Chopard,Diayer Koleksiyonlar,1.5652e+06,Ultra-Luxury,Women,Pilli,Atelik Altn,Gold,30m,Splash Resistant,Switzerland,164,Ultra-Luxury Collection,2 Yıl,,Sedef,Krokodil,Happy Sport Square,1.565.200₺,288448-2001,1860,768950,629200,380943.34,16,1.0355029,0.9745509,2.1989899,TRUE,2,Ganlak Kullanam (30m),Ultra Laks,35.5,Kaaak (<36mm),Atok Prestijli
Imperiale,Chopard,Imperiale,1.2064e+06,Ultra-Luxury,Women,Otomatik,Pembe Altan,Gold,50m,Water Resistant,Switzerland,164,Ultra-Luxury Collection,2 Yıl,42 Saat,Sedef,Krokodil,Imperiale,1.206.400₺,384241-5001,1860,768950,629200,380943.34,16,0.56889266,0.9511976,1.5496942,FALSE,9,Yazme (50m),Ultra Laks,40,Orta (36-40mm),Atok Prestijli
Master Collection,Longines,Watchmaking Tradition,117000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Gamaay,Paslanmaz Atelik,Master Collection,117.000₺,L2.793.4.78.6,1832,134676.78,131000,52081.965,267,-0.13125336,0.3275449,-0.42171806,FALSE,54,Ganlak Kullanam (30m),Orta Segment,40,Orta (36-40mm),Orta Prestij
Master Collection,Longines,Watchmaking Tradition,142000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Gamaay,Krokodil,Master Collection,142.000₺,L2.919.4.78.3,1832,134676.78,131000,52081.965,267,0.05437627,0.41077843,-0.37647727,FALSE,54,Ganlak Kullanam (30m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Master Collection,Longines,Watchmaking Tradition,117000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Gamaay,Krokodil,Master Collection,117.000₺,L2.793.4.78.3,1832,134676.78,131000,52081.965,267,-0.13125336,0.3275449,-0.42171806,FALSE,54,Ganlak Kullanam (30m),Orta Segment,40,Orta (36-40mm),Orta Prestij
DolceVita,Longines,Elegance,114000,Mid-Range,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Gamaay,Paslanmaz Atelik,DolceVita,114.000₺,L5.255.5.71.7,1832,134676.78,131000,52081.965,267,-0.15352891,0.31706586,-0.42714694,FALSE,69,Ganlak Kullanam (30m),Orta Segment,21,Kaaak (<36mm),Orta Prestij
Lyre,Longines,Elegance,73000,Budget,Women,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,64 Saat,Beyaz,Paslanmaz Atelik,Lyre,73.000₺,L4.860.4.11.6,1832,134676.78,131000,52081.965,267,-0.4579615,0.2035928,-0.5013418,FALSE,69,Ganlak Kullanam (30m),Ekonomik,35,Kaaak (<36mm),Orta Prestij
Lyre,Longines,Elegance,73000,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,64 Saat,Beyaz,Paslanmaz Atelik,Lyre,73.000₺,L4.860.4.12.6,1832,134676.78,131000,52081.965,267,-0.4579615,0.2035928,-0.5013418,FALSE,69,Ganlak Kullanam (30m),Ekonomik,35,Kaaak (<36mm),Orta Prestij
Présence,Longines,Elegance,70000,Budget,Women,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,64 Saat,Beyaz,Paslanmaz Atelik,Présence,70.000₺,L4.821.4.12.6,1832,134676.78,131000,52081.965,267,-0.48023704,0.19610779,-0.50677073,FALSE,69,Ganlak Kullanam (30m),Ekonomik,35,Kaaak (<36mm),Orta Prestij
Flagship Heritage,Longines,Diayer Koleksiyonlar,98000,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,50 Saat,Gamaay,Krokodil,Flagship Heritage,98.000₺,L4.795.4.78.2,1832,134676.78,131000,52081.965,267,-0.27233186,0.2709581,-0.45610106,FALSE,2,Ganlak Kullanam (30m),Orta Segment,39,Orta (36-40mm),Orta Prestij
La Grande Classique,Longines,Elegance,86000,Budget,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Sedef,Paslanmaz Atelik,La Grande Classique,86.000₺,L4.512.4.87.6,1832,134676.78,131000,52081.965,267,-0.3614341,0.24101797,-0.4778166,FALSE,69,Ganlak Kullanam (30m),Ekonomik,29,Kaaak (<36mm),Orta Prestij
La Grande Classique,Longines,Elegance,75000,Budget,Women,Pilli,Atelik Altn,Gold,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Beyaz,Atelik Altn,La Grande Classique,75.000₺,L4.512.2.11.7,1832,134676.78,131000,52081.965,267,-0.44311112,0.20808384,-0.49772257,FALSE,69,Ganlak Kullanam (30m),Ekonomik,29,Kaaak (<36mm),Orta Prestij
Spirit,Longines,Avigation,170000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,66 Saat,Gamaay,Paslanmaz Atelik,Spirit,170.000₺,L3.820.4.73.6,1832,134676.78,131000,52081.965,267,0.26228145,0.49550897,-0.3258076,FALSE,36,Snorkeling (100m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
HydroConquest,Longines,Diving,75000,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Siyah,Paslanmaz Atelik,HydroConquest,75.000₺,L3.841.4.56.6,1832,134676.78,131000,52081.965,267,-0.44311112,0.20808384,-0.49772257,FALSE,49,Professyonel Dalaay (300m+),Ekonomik,44,Bayak (40-44mm),Orta Prestij
Florence Classic Diamonds,Rado,Florence Classic,60100,Budget,Unisex,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Entry Collection,5 Yıl,,Siyah,Paslanmaz Atelik,Florence Classic Diamonds,60.100₺,R48912713,,133908.42,126200,57445.586,95,-0.5511858,0.18263473,-0.5246861,FALSE,13,Yazme (50m),Ekonomik,38,Orta (36-40mm),Orta Prestij
Spirit,Longines,Avigation,122000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Mavi,Paslanmaz Atelik,Spirit,122.000₺,L3.811.4.93.6,1832,134676.78,131000,52081.965,267,-0.09412743,0.3479042,-0.4126699,FALSE,36,Snorkeling (100m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Florence Classic Diamonds,Rado,Florence Classic,60100,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Entry Collection,5 Yıl,,Siyah,Paslanmaz Atelik,Florence Classic Diamonds,60.100₺,R48913713,,133908.42,126200,57445.586,95,-0.5511858,0.18263473,-0.5246861,FALSE,13,Yazme (50m),Ekonomik,30,Kaaak (<36mm),Orta Prestij
HydroConquest,Longines,Diving,220000,Mid-Range,Erkek,Otomatik,Seramik,Ceramic,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Siyah,Kauasuk,HydroConquest,220.000₺,L3.784.4.56.9,1832,134676.78,131000,52081.965,267,0.6335407,0.5652695,-0.23532605,FALSE,49,Professyonel Dalaay (300m+),Premium,43,Bayak (40-44mm),Orta Prestij
HydroConquest,Longines,Diving,95000,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Gri,Paslanmaz Atelik,HydroConquest,95.000₺,L3.782.4.76.6,1832,134676.78,131000,52081.965,267,-0.29460743,0.26077846,-0.46152994,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,43,Bayak (40-44mm),Orta Prestij
Florence Classic Diamonds,Rado,Florence Classic,63100,Budget,Unisex,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Entry Collection,5 Yıl,,Siyah,Paslanmaz Atelik,Florence Classic Diamonds,63.100₺,R48912703,,133908.42,126200,57445.586,95,-0.5287824,0.18562874,-0.5192572,FALSE,13,Yazme (50m),Ekonomik,38,Orta (36-40mm),Orta Prestij
Florence Classic Diamonds,Rado,Florence Classic,63100,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Unknown,,Entry Collection,5 Yıl,,Siyah,Paslanmaz Atelik,Florence Classic Diamonds,63.100₺,R48913703,,133908.42,126200,57445.586,95,-0.5287824,0.18562874,-0.5192572,FALSE,13,Yazme (50m),Ekonomik,30,Kaaak (<36mm),Orta Prestij
HydroConquest,Longines,Diving,106000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Gri,Çelik Altan,HydroConquest,106.000₺,L3.781.3.78.7,1832,134676.78,131000,52081.965,267,-0.2129304,0.28982037,-0.44162402,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,41,Bayak (40-44mm),Orta Prestij
Integral Diamonds,Rado,Integral,126200,Mid-Range,Women,Pilli,Seramik,Ceramic,50m,Water Resistant,Unknown,,Premium Collection,5 Yıl,,Siyah,Seramik,Integral Diamonds,126.200₺,R20612712,,133908.42,126200,57445.586,95,-0.057564873,0.35838324,-0.40506944,FALSE,4,Yazme (50m),Orta Segment,23,Kaaak (<36mm),Orta Prestij
HydroConquest,Longines,Diving,106000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Yeayil,Çelik Altan,HydroConquest,106.000₺,L3.781.3.06.7,1832,134676.78,131000,52081.965,267,-0.2129304,0.28982037,-0.44162402,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,41,Bayak (40-44mm),Orta Prestij
HydroConquest,Longines,Diving,106000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Siyah,Çelik Altan,HydroConquest,106.000₺,L3.781.3.56.7,1832,134676.78,131000,52081.965,267,-0.2129304,0.28982037,-0.44162402,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,41,Bayak (40-44mm),Orta Prestij
Integral Diamonds,Rado,Integral,132200,Mid-Range,Unisex,Pilli,Seramik,Ceramic,50m,Water Resistant,Unknown,,Premium Collection,5 Yıl,,Siyah,Seramik,Integral Diamonds,132.200₺,R20207712,,133908.42,126200,57445.586,95,-0.01275813,0.38203594,-0.39421168,FALSE,4,Yazme (50m),Orta Segment,31,Kaaak (<36mm),Orta Prestij
Integral Diamonds,Rado,Integral,126200,Mid-Range,Women,Pilli,Seramik,Ceramic,50m,Water Resistant,Unknown,,Premium Collection,5 Yıl,,Siyah,Seramik,Integral Diamonds,126.200₺,R20206712,,133908.42,126200,57445.586,95,-0.057564873,0.35838324,-0.40506944,FALSE,4,Yazme (50m),Orta Segment,31,Kaaak (<36mm),Orta Prestij
Integral Diamonds,Rado,Integral,132200,Mid-Range,Unisex,Pilli,Seramik,Ceramic,30m,Splash Resistant,Unknown,,Premium Collection,5 Yıl,,Beyaz,Seramik,Integral Diamonds,132.200₺,R20140712,,133908.42,126200,57445.586,95,-0.01275813,0.38203594,-0.39421168,FALSE,4,Ganlak Kullanam (30m),Orta Segment,31,Kaaak (<36mm),Orta Prestij
DiaStar Original 60-Year Anniversary Edition,Rado,DiaStar Original,108200,Mid-Range,Unisex,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,5 Yıl,80 Saat,Gri,Paslanmaz Atelik,DiaStar Original 60-Year Anniversary Edition,108.200₺,R12163118,,133908.42,126200,57445.586,95,-0.1919851,0.29401198,-0.4376428,FALSE,3,Snorkeling (100m),Orta Segment,38,Orta (36-40mm),Orta Prestij
Master Collection,Longines,Watchmaking Tradition,142000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Gamaay,Paslanmaz Atelik,Master Collection,142.000₺,L2.919.4.78.6,1832,134676.78,131000,52081.965,267,0.05437627,0.41077843,-0.37647727,FALSE,54,Ganlak Kullanam (30m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Master Collection,Longines,Watchmaking Tradition,122000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Mavi,Paslanmaz Atelik,Master Collection,122.000₺,L2.893.4.92.6,1832,134676.78,131000,52081.965,267,-0.09412743,0.3479042,-0.4126699,FALSE,54,Ganlak Kullanam (30m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Master Collection,Longines,Watchmaking Tradition,172000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,66 Saat,Mavi,Paslanmaz Atelik,Master Collection,172.000₺,L2.859.4.92.6,1832,134676.78,131000,52081.965,267,0.27713183,0.49670658,-0.32218835,FALSE,54,Ganlak Kullanam (30m),Orta Segment,44,Bayak (40-44mm),Orta Prestij
Master Collection,Longines,Watchmaking Tradition,125000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,38 Saat,Gamaay,Krokodil,Master Collection,125.000₺,L2.755.4.78.3,1832,134676.78,131000,52081.965,267,-0.07185187,0.35628742,-0.40724102,FALSE,54,Ganlak Kullanam (30m),Orta Segment,39,Orta (36-40mm),Orta Prestij
Master Collection,Longines,Watchmaking Tradition,186000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,66 Saat,Gamaay,Krokodil,Master Collection,186.000₺,L2.673.4.78.3,1832,134676.78,131000,52081.965,267,0.3810844,0.52125746,-0.2968535,FALSE,54,Ganlak Kullanam (30m),Premium,40,Orta (36-40mm),Orta Prestij
Master Collection,Longines,Watchmaking Tradition,161000,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Sedef,Paslanmaz Atelik,Master Collection,161.000₺,L2.409.4.87.6,1832,134676.78,131000,52081.965,267,0.19545479,0.46437126,-0.3420943,FALSE,54,Ganlak Kullanam (30m),Orta Segment,34,Kaaak (<36mm),Orta Prestij
Master Collection,Longines,Watchmaking Tradition,114000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Gamaay,Krokodil,Master Collection,114.000₺,L2.628.4.78.3,1832,134676.78,131000,52081.965,267,-0.15352891,0.31706586,-0.42714694,FALSE,54,Ganlak Kullanam (30m),Orta Segment,39,Orta (36-40mm),Orta Prestij
